Immigrants,Foreigners,Afghanistan,935,Asia,5501,Southern Asia,902,Less developed regions,2196
Immigrants,Foreigners,Albania,908,Europe,925,Southern Europe,901,More developed regions,3186
Immigrants,Foreigners,Algeria,903,Africa,912,Northern Africa,902,Less developed regions,1241
Immigrants,Foreigners,American Samoa,909,Oceania,957,Polynesia,902,Less developed regions,D
Immigrants,Foreigners,Andorra,908,Europe,925,Southern Europe,901,More developed regions,..
Immigrants,Foreigners,Angola,903,Africa,911,Middle Africa,902,Less developed regions,143
Immigrants,Foreigners,Anguilla,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,22
Immigrants,Foreigners,Antigua and Barbuda,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,344
Immigrants,Foreigners,Argentina,904,Latin America and the Caribbean,931,South America,902,Less developed regions,4372
Immigrants,Foreigners,Armenia,935,Asia,922,Western Asia,902,Less developed regions,2722
Immigrants,Foreigners,Aruba,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,45
Immigrants,Foreigners,Australia,909,Oceania,927,Australia and New Zealand,901,More developed regions,2759
Immigrants,Foreigners,Austria,908,Europe,926,Western Europe,901,More developed regions,415
Immigrants,Foreigners,Azerbaijan,935,Asia,922,Western Asia,902,Less developed regions,637
Immigrants,Foreigners,Bahamas,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,630
Immigrants,Foreigners,Bahrain,935,Asia,922,Western Asia,902,Less developed regions,115
Immigrants,Foreigners,Bangladesh,935,Asia,5501,Southern Asia,902,Less developed regions,12099
Immigrants,Foreigners,Barbados,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,428
Immigrants,Foreigners,Belarus,908,Europe,923,Eastern Europe,901,More developed regions,1970
Immigrants,Foreigners,Belgium,908,Europe,926,Western Europe,901,More developed regions,675
Immigrants,Foreigners,Belize,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,946
Immigrants,Foreigners,Benin,903,Africa,914,Western Africa,902,Less developed regions,342
Immigrants,Foreigners,Bermuda,905,Northern America,905,Northern America,901,More developed regions,88
Immigrants,Foreigners,Bhutan,935,Asia,5501,Southern Asia,902,Less developed regions,8954
Immigrants,Foreigners,Bolivia,904,Latin America and the Caribbean,931,South America,902,Less developed regions,2071
Immigrants,Foreigners,Bosnia and Herzegovina,908,Europe,925,Southern Europe,901,More developed regions,697
Immigrants,Foreigners,Botswana,903,Africa,913,Southern Africa,902,Less developed regions,53
Immigrants,Foreigners,Brazil,904,Latin America and the Caribbean,931,South America,902,Less developed regions,11033
Immigrants,Foreigners,British Virgin Islands,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,45
Immigrants,Foreigners,Brunei,935,Asia,920,South-Eastern Asia,902,Less developed regions,21
Immigrants,Foreigners,Bulgaria,908,Europe,923,Eastern Europe,901,More developed regions,2844
Immigrants,Foreigners,Burkina Faso,903,Africa,914,Western Africa,902,Less developed regions,585
Immigrants,Foreigners,Burundi,903,Africa,910,Eastern Africa,902,Less developed regions,260
Immigrants,Foreigners,Cabo Verde,903,Africa,914,Western Africa,902,Less developed regions,1673
Immigrants,Foreigners,Cambodia,935,Asia,920,South-Eastern Asia,902,Less developed regions,2624
Immigrants,Foreigners,Cameroon,903,Africa,911,Middle Africa,902,Less developed regions,3908
Immigrants,Foreigners,Canada,905,Northern America,905,Northern America,901,More developed regions,13181
Immigrants,Foreigners,Cayman Islands,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,44
Immigrants,Foreigners,Central African Republic,903,Africa,911,Middle Africa,902,Less developed regions,213
Immigrants,Foreigners,Chad,903,Africa,911,Middle Africa,902,Less developed regions,111
Immigrants,Foreigners,Chile,904,Latin America and the Caribbean,931,South America,902,Less developed regions,1736
Immigrants,Foreigners,China,935,Asia,906,Eastern Asia,902,Less developed regions,71798
Immigrants,Foreigners,Colombia,904,Latin America and the Caribbean,931,South America,902,Less developed regions,21131
Immigrants,Foreigners,Comoros,903,Africa,910,Eastern Africa,902,Less developed regions,3
Immigrants,Foreigners,Congo,903,Africa,911,Middle Africa,902,Less developed regions,1059
Immigrants,Foreigners,Cook Islands,909,Oceania,957,Polynesia,902,Less developed regions,..
Immigrants,Foreigners,Costa Rica,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,2114
Immigrants,Foreigners,Côte d'Ivoire,903,Africa,914,Western Africa,902,Less developed regions,1486
Immigrants,Foreigners,Croatia,908,Europe,925,Southern Europe,901,More developed regions,353
Immigrants,Foreigners,Cuba,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,32219
Immigrants,Foreigners,Cyprus,935,Asia,922,Western Asia,902,Less developed regions,126
Immigrants,Foreigners,Czech Republic,908,Europe,923,Eastern Europe,901,More developed regions,676
Immigrants,Foreigners,Democratic People's Republic of Korea,935,Asia,906,Eastern Asia,902,Less developed regions,48
Immigrants,Foreigners,Democratic Republic of the Congo,903,Africa,911,Middle Africa,902,Less developed regions,2792
Immigrants,Foreigners,Denmark,908,Europe,924,Northern Europe,901,More developed regions,506
Immigrants,Foreigners,Djibouti,903,Africa,910,Eastern Africa,902,Less developed regions,90
Immigrants,Foreigners,Dominica,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,244
Immigrants,Foreigners,Dominican Republic,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,41311
Immigrants,Foreigners,Ecuador,904,Latin America and the Caribbean,931,South America,902,Less developed regions,10591
Immigrants,Foreigners,Egypt,903,Africa,912,Northern Africa,902,Less developed regions,10294
Immigrants,Foreigners,El Salvador,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,18260
Immigrants,Foreigners,Equatorial Guinea,903,Africa,911,Middle Africa,902,Less developed regions,18
Immigrants,Foreigners,Eritrea,903,Africa,910,Eastern Africa,902,Less developed regions,2138
Immigrants,Foreigners,Estonia,908,Europe,924,Northern Europe,901,More developed regions,211
Immigrants,Foreigners,Ethiopia,903,Africa,910,Eastern Africa,902,Less developed regions,13097
Immigrants,Foreigners,Falkland Islands (Malvinas),904,Latin America and the Caribbean,931,South America,902,Less developed regions,..
Immigrants,Foreigners,Fiji,909,Oceania,928,Melanesia,902,Less developed regions,895
Immigrants,Foreigners,Finland,908,Europe,924,Northern Europe,901,More developed regions,331
Immigrants,Foreigners,France,908,Europe,926,Western Europe,901,More developed regions,4425
Immigrants,Foreigners,French Guiana,904,Latin America and the Caribbean,931,South America,902,Less developed regions,..
Immigrants,Foreigners,French Polynesia,909,Oceania,957,Polynesia,902,Less developed regions,-
Immigrants,Foreigners,Gabon,903,Africa,911,Middle Africa,902,Less developed regions,127
Immigrants,Foreigners,Gambia,903,Africa,914,Western Africa,902,Less developed regions,1018
Immigrants,Foreigners,Georgia,935,Asia,922,Western Asia,902,Less developed regions,1368
Immigrants,Foreigners,Germany,908,Europe,926,Western Europe,901,More developed regions,6032
Immigrants,Foreigners,Ghana,903,Africa,914,Western Africa,902,Less developed regions,10265
Immigrants,Foreigners,Gibraltar,908,Europe,925,Southern Europe,901,More developed regions,..
Immigrants,Foreigners,Greece,908,Europe,925,Southern Europe,901,More developed regions,1361
Immigrants,Foreigners,Greenland,905,Northern America,905,Northern America,901,More developed regions,..
Immigrants,Foreigners,Grenada,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,687
Immigrants,Foreigners,Guadeloupe,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,..
Immigrants,Foreigners,Guatemala,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,10224
Immigrants,Foreigners,Guinea,903,Africa,914,Western Africa,902,Less developed regions,1518
Immigrants,Foreigners,Guinea-Bissau,903,Africa,914,Western Africa,902,Less developed regions,43
Immigrants,Foreigners,Guyana,904,Latin America and the Caribbean,931,South America,902,Less developed regions,5897
Immigrants,Foreigners,Haiti,904,Latin America and the Caribbean,915,Caribbean,902,Less developed regions,20351
Immigrants,Foreigners,Honduras,904,Latin America and the Caribbean,916,Central America,902,Less developed regions,8898
Immigrants,Foreigners,Hungary,908,Europe,923,Eastern Europe,901,More developed regions,1052
Immigrants,Foreigners,Iceland,908,Europe,924,Northern Europe,901,More developed regions,139
Immigrants,Foreigners,India,935,Asia,5501,Southern Asia,902,Less developed regions,68458
Immigrants,Foreigners,Indonesia,935,Asia,920,South-Eastern Asia,902,Less developed regions,2731
Immigrants,Foreigners,Iran (Islamic Republic of),935,Asia,5501,Southern Asia,902,Less developed regions,12863
